"PSA.118.1", "Hom mfa ndaase mma EWURADZE; na oye: Na n'ehumbɔbɔr tsim hɔ daa.", ""
"PSA.118.2", "Afei wɔmma Israel nka, Dɛ n'ehumbɔbɔr tsim hɔ daa.", ""
"PSA.118.3", "Wɔmma Aaron ne fifo so wɔnka Dɛ n'ehumbɔbɔr tsim hɔ daa.", ""
"PSA.118.4", "Wɔmma hɔn a wosuro EWURADZE nyina wɔnka, Dɛ n'ehumbɔbɔr tsim hɔ daa.", ""
"PSA.118.5", "Mifi m'ahokyer mu mefrɛɛ EWURADZE: EWURADZE gyee me do na ɔdze me sii bea a ɔtrɛ do.", ""
"PSA.118.6", "EWURADZE dzi m'afa; murunnsuro: Ebɛnadze na nyimpa botum ayɛ me?", ""
"PSA.118.7", "EWURADZE dzi m'afa dɛ mo boafo: Dɛm ntsi mubohu m'apɛdze wɔ hɔn a wɔtan me no do.", ""
"PSA.118.8", "Oye dɛ wɔtwer EWURADZE Kyɛn dɛ wɔdze werɛ bɛhyɛ nyimpa mu.", ""
"PSA.118.9", "Oye dɛ wɔtwer EWURADZE Kyɛn dɛ wɔdze werɛ bɛhyɛ ahemfo mu.", ""
"PSA.118.10", "Amanaman nyinara twaa mo ho hyiae: EWURADZE ne dzin mu na mutwitwaa hɔn gui.", ""
"PSA.118.11", "Wotwaa mo ho hyiae, ampaara, wotwaa mo ho hyiae: EWURADZE ne dzin mu na mubotwitwa hɔn egu.", ""
"PSA.118.12", "Wotwaa mo ho hyiaa dɛ ndowa; woedum hɔn dɛ nsoɛ mu ogya: EWURADZE ne dzin mu na mubotwitwa hɔn egu.", ""
"PSA.118.13", "Wɔpeem me ta ma nkyɛ morohwe ase: Na EWURADZE boaa me.", ""
"PSA.118.14", "EWURADZE nye m'ahoɔdzen na mo ndwom; Na ɔabɛyɛ mo nkwagye.", ""
"PSA.118.15", "Ehurusi na nkwagye ndze wɔ atseneneefo asesee mu: EWURADZE n'abanyimfa yɛ mbanyindze.", ""
"PSA.118.16", "EWURADZE n'abanyimfa ama do: EWURADZE n'abanyimfa yɛ mbanyindze.", ""
"PSA.118.17", "Munnkowu, na mebɛtsena ase, Na maka EWURADZE no ndwuma makyerɛ.", ""
"PSA.118.18", "EWURADZE atsea me yaayaw: Naaso onngyaa mo mu nnhyɛɛ owu nsa.", ""
"PSA.118.19", "Hom mbuebue ndzeyɛtsenenee aponkɛse no mma me; Mebɛhɛn mu, medze ndaase bɛma EWURADZE.", ""
"PSA.118.20", "EWURADZE no ponkɛse nye yi; Atseneneefo bɛhɛn mu.", ""
"PSA.118.21", "Medze ndaase bɛma wo, osiandɛ ɔwo na agye me do, Na abɛyɛ mo nkwagye.", ""
"PSA.118.22", "Ɔbo a adantofo powee no Ɔabɛyɛ kutuwdo bo.", ""
"PSA.118.23", "Iyi EWURADZE ne nyɛe a; Ɔyɛ nwanwa wɔ hɛn enyiwa do.", ""
"PSA.118.24", "Iyi nye da a EWURADZE ayɛ; Yebedzi ehurusi na hɛn enyi agye wɔ mu.", ""
"PSA.118.25", "Ao, yɛserɛ wo, afei gye nkwa; EWURADZE, yɛserɛ wo, afei ma prɔmprɔmyɛ mbra.", ""
"PSA.118.26", "Osiarfo nye nyia ɔnam EWURADZE dzin mu reba no: Yefi EWURADZE fie ehyira wo.", ""
"PSA.118.27", "EWURADZE nye Nyankopɔn, na ɔama hɛn kan: Hom mfa ndubaa nkitsa hom nsamu nhyɛ fa no ase, na hom mbɔ afɔrmbukyia no ho aprɔw.", ""
"PSA.118.28", "Ɔwo enye me Nyankopɔn, na medze ndaase bɛma wo: Ɔwo enye me Nyankopɔn, mubohuhor wo.", ""
"PSA.118.29", "Hom mfa ndaase mma EWURADZE, na oye, Na n'ehumbɔbɔr tsim hɔ daa.", ""
